user_id,signup_month,city_tier,autopay_week1,completed_onboarding,months_active,churn_reason,retained_6m
98,2025-05,Tier 1,True,True,6,retained,True
99,2025-04,Tier 1,False,False,1,voluntary,False
100,2025-01,Tier 1,False,True,2,voluntary,False
101,2025-05,Tier 3,True,True,5,voluntary,False
102,2025-02,Tier 1,False,True,6,retained,True
103,2025-05,Tier 3,False,True,3,payment_failure,False
104,2025-01,Tier 2,False,True,6,retained,True
105,2025-05,Tier 2,False,True,6,payment_failure,False
106,2025-05,Tier 2,False,True,6,retained,True
107,2025-05,Tier 1,True,True,6,retained,True
108,2025-04,Tier 2,True,True,6,retained,True
109,2025-03,Tier 1,False,True,6,retained,True
110,2025-05,Tier 3,True,False,6,retained,True
111,2025-02,Tier 1,False,True,5,payment_failure,False
112,2025-05,Tier 1,True,True,6,retained,True
113,2025-04,Tier 2,False,False,1,voluntary,False
114,2025-03,Tier 2,False,False,6,retained,True
115,2025-04,Tier 1,True,True,6,retained,True
116,2025-04,Tier 2,False,True,3,voluntary,False
117,2025-01,Tier 1,True,True,6,retained,True
118,2025-01,Tier 2,False,False,3,payment_failure,False
119,2025-02,Tier 1,False,True,1,payment_failure,False
120,2025-01,Tier 1,False,True,6,retained,True
121,2025-03,Tier 1,False,True,3,voluntary,False
122,2025-05,Tier 1,False,True,1,voluntary,False
123,2025-04,Tier 1,False,True,6,retained,True
124,2025-03,Tier 1,True,True,6,retained,True
125,2025-06,Tier 1,False,True,3,payment_failure,False
126,2025-04,Tier 1,False,True,3,payment_failure,False
127,2025-01,Tier 2,True,False,6,retained,True
128,2025-05,Tier 1,False,True,6,retained,True
129,2025-04,Tier 2,True,True,6,retained,True
130,2025-04,Tier 3,False,True,6,retained,True
131,2025-04,Tier 1,True,True,6,retained,True
132,2025-04,Tier 3,False,True,6,retained,True
133,2025-01,Tier 1,True,True,6,retained,True
134,2025-04,Tier 1,False,True,6,retained,True
135,2025-05,Tier 2,True,True,6,retained,True
136,2025-02,Tier 2,False,True,6,retained,True
137,2025-04,Tier 2,False,True,6,retained,True
138,2025-01,Tier 1,False,True,6,retained,True
139,2025-03,Tier 2,True,True,6,retained,True
140,2025-03,Tier 1,True,True,6,retained,True
141,2025-06,Tier 1,True,True,6,retained,True
142,2025-02,Tier 1,False,False,5,voluntary,False
143,2025-02,Tier 3,True,True,6,retained,True
144,2025-03,Tier 1,False,True,6,retained,True
145,2025-06,Tier 2,True,True,5,voluntary,False
146,2025-06,Tier 2,False,True,3,voluntary,False
147,2025-01,Tier 2,True,False,6,retained,True
148,2025-02,Tier 2,False,False,6,retained,True
149,2025-05,Tier 3,True,True,5,payment_failure,False
150,2025-01,Tier 1,True,False,6,retained,True
151,2025-06,Tier 1,True,True,6,retained,True
152,2025-02,Tier 2,True,False,6,retained,True
153,2025-06,Tier 1,False,False,3,voluntary,False
154,2025-02,Tier 1,False,True,6,retained,True
155,2025-03,Tier 1,False,True,5,payment_failure,False
156,2025-04,Tier 1,False,True,6,payment_failure,False
157,2025-01,Tier 1,False,True,6,retained,True
158,2025-04,Tier 1,True,True,1,payment_failure,False
159,2025-04,Tier 3,True,True,3,voluntary,False
160,2025-05,Tier 1,True,True,4,voluntary,False
161,2025-06,Tier 3,True,True,2,voluntary,False
162,2025-04,Tier 3,False,True,6,retained,True
163,2025-03,Tier 1,False,True,5,voluntary,False
164,2025-03,Tier 2,False,True,2,payment_failure,False
165,2025-03,Tier 2,False,True,1,voluntary,False
166,2025-05,Tier 2,True,True,1,voluntary,False
167,2025-02,Tier 1,False,True,6,retained,True
168,2025-02,Tier 1,True,True,6,retained,True
169,2025-03,Tier 1,True,True,6,retained,True
170,2025-01,Tier 2,True,True,6,retained,True
171,2025-01,Tier 3,True,True,6,retained,True
172,2025-01,Tier 2,False,True,4,voluntary,False
173,2025-05,Tier 2,True,True,6,retained,True
174,2025-05,Tier 3,True,False,6,retained,True
175,2025-05,Tier 2,False,True,6,retained,True
176,2025-03,Tier 1,False,False,4,voluntary,False
177,2025-05,Tier 3,False,True,1,payment_failure,False
178,2025-01,Tier 1,False,True,6,retained,True
179,2025-06,Tier 1,False,True,6,retained,True
180,2025-04,Tier 2,True,True,6,retained,True
181,2025-06,Tier 3,True,True,6,retained,True
182,2025-01,Tier 1,True,True,6,retained,True
183,2025-03,Tier 1,True,True,6,retained,True
184,2025-05,Tier 1,False,True,6,retained,True
185,2025-03,Tier 1,False,False,4,payment_failure,False
186,2025-03,Tier 1,False,True,2,payment_failure,False
187,2025-01,Tier 2,False,True,3,voluntary,False
188,2025-03,Tier 3,False,True,6,retained,True
189,2025-02,Tier 1,False,True,6,retained,True
190,2025-02,Tier 1,False,True,1,payment_failure,False
191,2025-05,Tier 1,False,True,6,retained,True
192,2025-04,Tier 1,True,True,6,retained,True
193,2025-04,Tier 2,False,True,6,retained,True
194,2025-03,Tier 2,True,True,6,retained,True
195,2025-06,Tier 2,False,True,6,retained,True
196,2025-01,Tier 1,True,True,6,retained,True
197,2025-03,Tier 2,False,False,1,voluntary,False
198,2025-01,Tier 1,True,True,2,payment_failure,False
199,2025-03,Tier 1,True,True,6,retained,True
200,2025-06,Tier 3,False,True,5,payment_failure,False
201,2025-03,Tier 2,True,True,6,retained,True
202,2025-06,Tier 3,False,True,3,voluntary,False
203,2025-03,Tier 3,True,True,6,retained,True
204,2025-05,Tier 2,True,True,1,voluntary,False
205,2025-03,Tier 3,True,True,6,retained,True
206,2025-02,Tier 1,False,True,3,voluntary,False
207,2025-05,Tier 1,False,True,6,retained,True
208,2025-06,Tier 1,True,False,6,retained,True
209,2025-02,Tier 1,True,True,6,retained,True
210,2025-05,Tier 1,False,True,6,retained,True
211,2025-02,Tier 1,False,True,5,payment_failure,False
212,2025-05,Tier 2,True,True,6,retained,True
213,2025-05,Tier 2,True,True,6,retained,True
214,2025-03,Tier 2,True,True,6,retained,True
215,2025-05,Tier 1,True,True,1,voluntary,False
216,2025-02,Tier 2,False,True,6,retained,True
217,2025-01,Tier 1,False,True,6,retained,True
218,2025-01,Tier 1,False,True,6,retained,True
219,2025-03,Tier 1,False,True,6,retained,True
220,2025-06,Tier 1,True,True,1,voluntary,False
221,2025-01,Tier 1,False,True,6,voluntary,False
222,2025-03,Tier 2,True,True,6,retained,True
223,2025-05,Tier 2,True,True,6,retained,True
224,2025-02,Tier 2,False,True,6,retained,True
225,2025-05,Tier 1,True,True,6,retained,True
226,2025-02,Tier 2,False,True,4,voluntary,False
227,2025-05,Tier 2,False,True,6,payment_failure,False
228,2025-04,Tier 1,False,True,6,retained,True
229,2025-04,Tier 2,False,True,3,payment_failure,False
230,2025-02,Tier 1,True,True,6,retained,True
231,2025-03,Tier 1,True,True,3,voluntary,False
232,2025-06,Tier 1,False,False,6,retained,True
233,2025-01,Tier 2,False,True,6,retained,True
234,2025-05,Tier 1,False,True,6,retained,True
235,2025-03,Tier 1,True,True,6,retained,True
236,2025-05,Tier 1,True,False,2,voluntary,False
237,2025-04,Tier 3,True,True,6,retained,True
238,2025-03,Tier 1,False,True,4,payment_failure,False
239,2025-02,Tier 1,False,True,2,payment_failure,False
240,2025-04,Tier 1,False,True,5,payment_failure,False
241,2025-01,Tier 3,True,True,6,retained,True
242,2025-04,Tier 2,False,True,6,retained,True
243,2025-01,Tier 3,True,True,3,voluntary,False
244,2025-04,Tier 1,True,False,1,voluntary,False
245,2025-04,Tier 1,True,False,4,voluntary,False
246,2025-01,Tier 2,False,False,5,payment_failure,False
247,2025-05,Tier 1,False,True,6,retained,True
248,2025-03,Tier 2,True,True,6,retained,True
249,2025-05,Tier 3,False,True,1,payment_failure,False
250,2025-01,Tier 1,False,True,6,retained,True
251,2025-02,Tier 3,True,True,6,retained,True
252,2025-03,Tier 2,True,True,6,retained,True
253,2025-02,Tier 1,False,False,6,retained,True
254,2025-02,Tier 1,False,True,6,retained,True
255,2025-04,Tier 1,False,True,6,retained,True
256,2025-01,Tier 2,True,True,6,retained,True
257,2025-05,Tier 1,False,True,2,voluntary,False
258,2025-01,Tier 1,False,True,1,voluntary,False
259,2025-02,Tier 2,True,True,6,retained,True
260,2025-04,Tier 1,True,True,4,voluntary,False
261,2025-05,Tier 1,False,True,6,retained,True
262,2025-02,Tier 2,True,False,6,retained,True
263,2025-02,Tier 1,False,True,2,voluntary,False
264,2025-06,Tier 1,False,True,1,payment_failure,False
265,2025-06,Tier 1,True,True,6,retained,True
266,2025-04,Tier 1,False,True,1,voluntary,False
267,2025-03,Tier 1,False,True,2,voluntary,False
268,2025-03,Tier 2,False,True,4,voluntary,False
269,2025-04,Tier 3,False,True,6,retained,True
270,2025-04,Tier 1,False,True,6,retained,True
271,2025-02,Tier 3,True,True,5,voluntary,False
272,2025-01,Tier 2,False,True,6,retained,True
273,2025-01,Tier 2,False,True,1,voluntary,False
274,2025-06,Tier 2,False,True,2,payment_failure,False
275,2025-03,Tier 2,False,True,4,payment_failure,False
276,2025-03,Tier 2,True,False,6,retained,True
277,2025-03,Tier 1,False,True,1,voluntary,False
278,2025-05,Tier 2,True,True,6,retained,True
279,2025-01,Tier 1,True,False,6,retained,True
280,2025-01,Tier 1,False,False,6,retained,True
281,2025-02,Tier 2,False,True,6,retained,True
282,2025-03,Tier 1,False,True,6,retained,True
283,2025-05,Tier 1,False,False,6,retained,True
284,2025-03,Tier 1,True,True,6,retained,True
285,2025-03,Tier 1,False,True,6,retained,True
286,2025-06,Tier 2,True,True,6,retained,True
287,2025-01,Tier 2,False,False,1,voluntary,False
288,2025-04,Tier 1,False,True,1,payment_failure,False
289,2025-04,Tier 1,True,True,6,retained,True
290,2025-03,Tier 1,True,True,2,voluntary,False
291,2025-05,Tier 1,True,True,1,voluntary,False
292,2025-02,Tier 2,False,True,4,voluntary,False
293,2025-06,Tier 2,False,True,6,payment_failure,False
294,2025-02,Tier 1,True,True,6,retained,True
295,2025-04,Tier 1,True,False,6,retained,True
296,2025-04,Tier 3,True,True,2,payment_failure,False
297,2025-06,Tier 2,True,True,6,payment_failure,False
298,2025-03,Tier 1,False,True,2,voluntary,False
299,2025-02,Tier 1,False,True,3,voluntary,False
300,2025-01,Tier 1,True,False,6,retained,True
301,2025-03,Tier 3,False,True,6,retained,True
302,2025-05,Tier 1,True,True,6,retained,True
303,2025-01,Tier 1,True,True,6,retained,True
304,2025-06,Tier 3,False,True,6,retained,True
305,2025-04,Tier 2,True,True,6,retained,True
306,2025-01,Tier 1,False,True,5,voluntary,False
307,2025-02,Tier 1,False,True,3,voluntary,False
308,2025-04,Tier 1,False,False,1,voluntary,False
309,2025-02,Tier 2,True,True,6,retained,True
310,2025-01,Tier 1,False,True,6,retained,True
311,2025-04,Tier 3,True,True,6,retained,True
312,2025-05,Tier 3,False,False,6,retained,True
313,2025-01,Tier 2,True,True,6,retained,True
314,2025-02,Tier 2,False,True,6,retained,True
315,2025-02,Tier 1,True,True,6,retained,True
316,2025-04,Tier 1,False,True,1,voluntary,False
317,2025-05,Tier 2,False,True,6,retained,True
318,2025-05,Tier 1,True,True,6,voluntary,False
319,2025-06,Tier 1,False,True,4,voluntary,False
320,2025-05,Tier 1,True,True,6,retained,True
321,2025-02,Tier 1,False,True,6,retained,True
322,2025-01,Tier 1,True,True,6,retained,True
323,2025-04,Tier 2,True,True,6,retained,True
324,2025-06,Tier 2,False,True,6,retained,True
325,2025-06,Tier 2,False,False,2,payment_failure,False
326,2025-02,Tier 2,False,True,6,retained,True
327,2025-02,Tier 1,False,True,6,retained,True
328,2025-01,Tier 2,True,True,6,retained,True
329,2025-01,Tier 2,True,True,6,retained,True
330,2025-04,Tier 1,False,True,6,retained,True
331,2025-04,Tier 3,False,False,4,payment_failure,False
332,2025-03,Tier 1,True,True,3,voluntary,False
333,2025-02,Tier 1,True,True,6,retained,True
334,2025-05,Tier 1,False,True,1,voluntary,False
335,2025-03,Tier 1,False,True,6,voluntary,False
336,2025-05,Tier 1,False,True,6,retained,True
337,2025-06,Tier 2,True,True,6,retained,True
338,2025-02,Tier 3,False,True,3,payment_failure,False
339,2025-02,Tier 1,False,False,6,retained,True
340,2025-06,Tier 2,True,True,6,retained,True
341,2025-04,Tier 1,True,True,6,retained,True
342,2025-02,Tier 2,True,False,4,voluntary,False
343,2025-04,Tier 1,False,True,6,retained,True
344,2025-04,Tier 1,True,True,6,retained,True
345,2025-06,Tier 2,False,True,6,retained,True
346,2025-02,Tier 2,False,False,1,voluntary,False
347,2025-06,Tier 2,True,True,6,retained,True
348,2025-06,Tier 2,False,True,5,voluntary,False
349,2025-02,Tier 2,False,True,6,retained,True
350,2025-01,Tier 1,True,True,6,retained,True
351,2025-04,Tier 1,False,True,1,payment_failure,False
352,2025-01,Tier 1,False,True,2,voluntary,False
353,2025-02,Tier 1,True,False,6,retained,True
354,2025-03,Tier 1,False,True,6,retained,True
355,2025-06,Tier 1,False,True,6,retained,True
356,2025-06,Tier 1,True,True,6,retained,True
357,2025-01,Tier 2,False,True,6,retained,True
358,2025-06,Tier 1,False,True,5,payment_failure,False
359,2025-01,Tier 2,False,True,1,voluntary,False
360,2025-05,Tier 2,True,True,6,retained,True
361,2025-06,Tier 1,True,False,6,retained,True
362,2025-06,Tier 1,True,True,6,retained,True
363,2025-02,Tier 2,False,True,6,retained,True
364,2025-06,Tier 2,False,False,6,retained,True
365,2025-01,Tier 1,False,True,6,retained,True
366,2025-04,Tier 1,True,False,6,retained,True
367,2025-03,Tier 2,False,True,2,payment_failure,False
368,2025-02,Tier 2,False,True,6,retained,True
369,2025-01,Tier 1,False,True,2,payment_failure,False
370,2025-05,Tier 1,False,True,3,voluntary,False
371,2025-03,Tier 3,False,False,2,voluntary,False
372,2025-04,Tier 1,True,True,6,retained,True
373,2025-03,Tier 3,False,False,1,payment_failure,False
374,2025-03,Tier 1,False,True,6,retained,True
375,2025-06,Tier 2,False,True,6,retained,True
376,2025-01,Tier 1,True,True,6,retained,True
377,2025-05,Tier 1,False,False,3,payment_failure,False
378,2025-05,Tier 3,True,True,6,retained,True
379,2025-03,Tier 1,True,True,6,retained,True
380,2025-02,Tier 3,True,False,5,voluntary,False
381,2025-01,Tier 1,False,True,6,retained,True
382,2025-06,Tier 3,True,True,6,retained,True
383,2025-06,Tier 3,False,False,3,voluntary,False
384,2025-02,Tier 2,False,False,3,payment_failure,False
385,2025-01,Tier 1,False,True,4,payment_failure,False
386,2025-01,Tier 2,False,True,6,retained,True
387,2025-01,Tier 2,False,True,6,retained,True
388,2025-05,Tier 3,False,True,4,voluntary,False
389,2025-06,Tier 1,True,True,6,retained,True
390,2025-01,Tier 1,True,True,6,retained,True
391,2025-05,Tier 1,False,True,1,payment_failure,False
392,2025-02,Tier 2,False,True,6,payment_failure,False
393,2025-03,Tier 3,False,False,6,retained,True
394,2025-04,Tier 1,True,True,6,retained,True
395,2025-05,Tier 2,False,True,4,payment_failure,False
396,2025-06,Tier 3,False,False,6,payment_failure,False
397,2025-01,Tier 1,False,False,6,retained,True
398,2025-02,Tier 1,False,True,5,payment_failure,False
399,2025-02,Tier 2,False,False,6,retained,True
400,2025-02,Tier 2,False,True,6,retained,True
401,2025-06,Tier 1,False,True,6,retained,True
402,2025-05,Tier 2,False,True,6,retained,True
403,2025-02,Tier 2,False,True,3,payment_failure,False
404,2025-06,Tier 3,False,True,4,payment_failure,False
405,2025-03,Tier 3,False,True,6,retained,True
406,2025-04,Tier 2,False,False,1,payment_failure,False
407,2025-03,Tier 2,False,True,6,payment_failure,False
408,2025-01,Tier 1,True,True,3,voluntary,False
409,2025-06,Tier 2,False,True,1,voluntary,False
410,2025-01,Tier 1,False,True,2,voluntary,False
411,2025-02,Tier 2,True,False,6,payment_failure,False
412,2025-02,Tier 1,True,True,6,retained,True
413,2025-02,Tier 2,True,True,2,voluntary,False
414,2025-01,Tier 1,False,True,4,payment_failure,False
415,2025-01,Tier 1,False,True,6,retained,True
416,2025-05,Tier 1,False,True,6,payment_failure,False
417,2025-06,Tier 2,True,True,2,voluntary,False
418,2025-01,Tier 2,False,False,1,voluntary,False
419,2025-02,Tier 1,False,True,6,retained,True
420,2025-04,Tier 3,False,True,6,retained,True
421,2025-06,Tier 3,True,True,6,retained,True
422,2025-05,Tier 1,True,True,4,voluntary,False
423,2025-05,Tier 2,False,True,6,retained,True
424,2025-04,Tier 1,True,True,1,voluntary,False
425,2025-03,Tier 1,False,True,1,payment_failure,False
426,2025-02,Tier 2,False,True,6,retained,True
427,2025-06,Tier 1,True,False,6,retained,True
428,2025-05,Tier 3,True,True,6,retained,True
429,2025-01,Tier 3,False,True,1,payment_failure,False
430,2025-05,Tier 2,False,True,6,retained,True
431,2025-01,Tier 2,False,True,6,retained,True
432,2025-05,Tier 2,True,True,6,retained,True
433,2025-05,Tier 3,False,False,6,retained,True
434,2025-01,Tier 1,False,True,6,retained,True
435,2025-03,Tier 1,False,True,4,payment_failure,False
436,2025-01,Tier 2,False,True,6,retained,True
437,2025-04,Tier 1,True,True,6,retained,True
438,2025-06,Tier 1,False,True,5,payment_failure,False
439,2025-01,Tier 1,False,False,6,retained,True
440,2025-03,Tier 2,True,True,6,voluntary,False
441,2025-06,Tier 1,False,True,6,retained,True
442,2025-02,Tier 1,False,False,1,voluntary,False
443,2025-01,Tier 1,False,True,6,retained,True
444,2025-03,Tier 1,True,True,6,retained,True
445,2025-04,Tier 3,False,False,2,payment_failure,False
446,2025-04,Tier 1,True,True,6,retained,True
447,2025-02,Tier 2,False,True,6,retained,True
448,2025-06,Tier 2,False,True,4,voluntary,False
449,2025-04,Tier 1,True,False,6,retained,True
450,2025-02,Tier 2,True,True,6,retained,True
451,2025-06,Tier 2,False,True,1,payment_failure,False
452,2025-06,Tier 2,True,True,6,retained,True
453,2025-03,Tier 1,False,False,6,retained,True
454,2025-01,Tier 1,False,True,3,payment_failure,False
455,2025-04,Tier 3,False,True,6,retained,True
456,2025-04,Tier 2,True,False,6,retained,True
457,2025-01,Tier 3,True,True,6,retained,True
458,2025-04,Tier 3,True,True,6,retained,True
459,2025-06,Tier 1,False,True,6,retained,True
460,2025-01,Tier 2,False,True,6,retained,True
461,2025-05,Tier 1,False,True,6,retained,True
462,2025-01,Tier 2,True,True,6,retained,True
463,2025-05,Tier 1,True,True,1,voluntary,False
464,2025-03,Tier 1,True,True,6,retained,True
465,2025-01,Tier 2,False,True,1,voluntary,False
466,2025-06,Tier 2,True,True,5,voluntary,False
467,2025-01,Tier 2,True,False,6,retained,True
468,2025-04,Tier 1,False,True,3,payment_failure,False
469,2025-02,Tier 1,False,True,1,voluntary,False
470,2025-06,Tier 3,True,True,2,voluntary,False
471,2025-05,Tier 1,False,True,4,payment_failure,False
472,2025-05,Tier 1,True,True,6,retained,True
473,2025-03,Tier 2,True,True,6,retained,True
474,2025-03,Tier 1,True,False,3,voluntary,False
475,2025-04,Tier 2,True,True,6,retained,True
476,2025-05,Tier 1,False,True,6,retained,True
477,2025-06,Tier 2,False,True,1,voluntary,False
478,2025-01,Tier 3,False,True,6,retained,True
479,2025-04,Tier 3,True,True,2,voluntary,False
480,2025-01,Tier 2,False,True,6,retained,True
481,2025-02,Tier 1,False,True,4,voluntary,False
482,2025-05,Tier 2,True,True,6,retained,True
483,2025-02,Tier 2,False,True,2,payment_failure,False
484,2025-05,Tier 2,False,True,6,retained,True
485,2025-03,Tier 2,False,True,4,payment_failure,False
486,2025-02,Tier 2,True,False,4,voluntary,False
487,2025-03,Tier 2,False,True,5,voluntary,False
488,2025-04,Tier 2,False,True,6,retained,True
489,2025-05,Tier 1,False,True,3,voluntary,False
490,2025-04,Tier 1,False,False,6,retained,True
491,2025-06,Tier 2,True,True,6,retained,True
492,2025-06,Tier 1,False,True,1,payment_failure,False
493,2025-05,Tier 3,False,False,6,retained,True
494,2025-04,Tier 2,False,True,6,retained,True
495,2025-02,Tier 1,True,True,6,retained,True
496,2025-03,Tier 2,True,True,6,retained,True
497,2025-01,Tier 2,True,True,5,voluntary,False
498,2025-03,Tier 2,True,True,6,retained,True
499,2025-06,Tier 1,False,True,4,payment_failure,False
500,2025-03,Tier 3,True,True,6,retained,True
501,2025-01,Tier 1,False,True,6,payment_failure,False
502,2025-04,Tier 2,False,False,3,voluntary,False
503,2025-06,Tier 1,False,True,6,retained,True
504,2025-06,Tier 2,True,False,6,voluntary,False
505,2025-02,Tier 2,False,True,6,retained,True
506,2025-03,Tier 2,False,True,6,retained,True
507,2025-04,Tier 1,False,False,6,retained,True
508,2025-02,Tier 2,True,True,4,voluntary,False
509,2025-02,Tier 2,False,True,1,voluntary,False
510,2025-02,Tier 1,True,True,6,retained,True
511,2025-06,Tier 3,False,True,6,retained,True
512,2025-05,Tier 2,True,True,6,retained,True
513,2025-06,Tier 3,True,False,6,retained,True
514,2025-05,Tier 3,False,True,6,retained,True
515,2025-06,Tier 3,True,True,6,retained,True
516,2025-01,Tier 2,False,True,6,retained,True
517,2025-06,Tier 2,False,True,6,retained,True
518,2025-01,Tier 1,True,True,6,retained,True
519,2025-03,Tier 2,True,True,6,retained,True
520,2025-04,Tier 2,True,True,6,retained,True
521,2025-03,Tier 2,False,True,3,voluntary,False
522,2025-01,Tier 3,False,True,6,retained,True
523,2025-02,Tier 1,True,True,6,retained,True
524,2025-05,Tier 1,False,True,2,payment_failure,False
525,2025-02,Tier 2,True,True,6,retained,True
526,2025-02,Tier 1,False,True,1,payment_failure,False
527,2025-06,Tier 1,False,True,6,payment_failure,False
528,2025-01,Tier 1,True,True,6,retained,True
529,2025-06,Tier 2,False,True,6,retained,True
530,2025-06,Tier 1,True,True,6,retained,True
531,2025-04,Tier 1,False,False,4,voluntary,False
532,2025-01,Tier 1,False,False,5,voluntary,False
533,2025-01,Tier 1,False,True,6,retained,True
534,2025-02,Tier 1,False,False,6,retained,True
535,2025-04,Tier 2,False,True,2,voluntary,False
536,2025-01,Tier 2,True,True,6,retained,True
537,2025-03,Tier 1,False,True,1,payment_failure,False
538,2025-01,Tier 2,True,True,6,retained,True
539,2025-04,Tier 1,False,True,3,payment_failure,False
540,2025-01,Tier 1,True,False,6,retained,True
541,2025-05,Tier 3,False,True,6,retained,True
542,2025-01,Tier 2,False,True,6,retained,True
543,2025-02,Tier 3,True,True,6,retained,True
544,2025-02,Tier 1,False,True,6,retained,True
545,2025-05,Tier 1,False,True,6,retained,True
546,2025-01,Tier 1,True,True,6,retained,True
547,2025-03,Tier 1,False,True,6,retained,True
548,2025-04,Tier 3,False,True,2,payment_failure,False
549,2025-04,Tier 1,False,True,6,retained,True
550,2025-05,Tier 3,True,True,6,retained,True
551,2025-05,Tier 3,False,True,6,retained,True
552,2025-03,Tier 2,True,True,3,voluntary,False
553,2025-05,Tier 1,False,True,1,voluntary,False
554,2025-02,Tier 2,True,True,1,payment_failure,False
555,2025-06,Tier 1,True,True,6,retained,True
556,2025-04,Tier 2,True,True,6,retained,True
557,2025-05,Tier 1,True,False,6,retained,True
558,2025-06,Tier 3,False,True,6,payment_failure,False
